id,score
001519c8,3.5
0022f953,3.5
0042269b,6.0
0059420b,2.0
0075873a,4.0
0081af50,2.0
0093f095,4.5
009e23ab,4.0
00e048f1,3.5
00e1f05a,4.5
00e713bd,4.5
00f0737e,2.5
00f8e84c,4.5
00fc9a6a,3.5
0144e4d5,2.5
014e7ae9,5.0
015aa732,5.0
0178a105,3.0
0182aa1c,4.0
0190ff4c,4.0
01963e20,4.5
019737b6,3.5
01992d32,4.0
01c359fc,3.5
01d0ba4b,1.5
01d602a7,4.5
0249a095,5.0
0262bf61,4.5
026be946,5.0
0294b4f5,2.5
02a41d1a,3.0
02cf6a52,3.5
02d3c9fc,4.0
02e86b6a,4.0
031c0c58,4.0
034d61db,4.5
035f09fc,3.5
036cfd42,4.5
0395b217,5.5
03971ddf,4.5
040c429b,5.0
0417d421,3.0
0432f117,4.0
0445b534,3.5
044b274d,6.0
044c5c54,1.0
048fd254,4.0
04b88b3e,4.0
04c5f885,3.0
04e37b6b,3.0
04e63aec,4.0
04f83ccb,5.0
052a7811,3.5
052b25e1,5.0
052cf3a6,2.5
053be4e5,3.0
05624ab0,3.5
056c41fc,2.5
05b35fa0,3.5
05f425a4,3.5
05f8ca37,3.0
06336d82,6.0
064a82e9,4.5
0657fcde,4.5
0666fb4e,4.5
069d668b,4.0
06cba5d7,3.5
06e59db8,6.0
06f33221,4.5
073b3535,4.0
075f92a5,4.5
077ee03e,4.0
078a6196,4.5
07bb2245,3.5
07bb7765,3.5
07c36ae1,3.5
07e41499,3.5
07f3409c,4.5
081d84f4,4.0
08276ea7,3.0
08288a1f,4.0
08390d49,4.0
088efb89,4.0
08dbdc95,5.5
08e3c7ae,1.0
08e82426,4.5
08eb331a,2.5
08ed1a7f,4.0
08f461ac,5.0
08f9b53a,5.0
0916cdad,3.5
09429577,4.0
0949205b,3.0
098c4b58,4.0
098f7878,5.0
09a67581,4.5
09bf7971,5.0
09ea6d33,2.0
09eb3ce5,3.0
0a1be27b,2.5
0a21bbd6,4.5
0a248634,4.5
0a31d60e,5.0
0a4e3aec,3.5
0a4eae7a,1.5
0a59a757,4.5
0a98043e,4.0
0ad15907,3.5
0ad30c56,4.5
0b7d9563,2.5
0bcf7a38,4.0
0bdda3d0,4.0
0be614b2,5.0
0c0f5e03,3.0
0c13191d,3.0
0c3c0e97,3.0
0c63312a,4.0
0c683abf,4.0
0c6ae36d,2.0
0c6dc776,4.5
0c81d872,3.0
0c97760e,4.5
0ca05fe3,1.5
0cb03a4b,3.0
0cbb4d8a,4.5
0cdbef4c,4.0
0cdd67f7,4.0
0cf8f260,3.0
0d0f5c6a,4.5
0d341ad9,2.5
0d71be2a,4.5
0d9a48c8,5.0
0d9d8d5c,3.0
0e1ed32d,4.0
0e45ff80,2.5
0e47a081,4.0
0e6b2690,3.0
0e7d541e,4.0
0e8c5c2d,5.5
0e8ff5f0,5.0
0e92a174,4.0
0e92f6e6,4.5
0e94f89a,4.0
0eb6deb6,1.5
0ef51d77,5.5
0efdfcb9,4.5
0f2b0127,3.5
0f2d2bc2,4.5
0f53e40a,5.5
0f825609,3.0
0f99d42f,5.0
0fa3f386,4.5
10001c3f,5.5
1031137e,5.5
104e2177,3.5
10894203,4.0
10967045,3.5
10986aaa,3.5
10989e65,4.5
10a8ffbc,1.5
10d00394,4.5
10eafbce,4.0
1102ab6c,4.5
110982e4,3.5
11612565,2.0
1165aac7,2.5
118107cc,3.0
1183579c,3.5
11938f53,3.0
11c44718,3.5
1201aaf5,3.5
121b7be1,3.5
12251b80,3.5
12552ba4,4.5
1255ca43,3.5
128d8837,4.0
12a1c58e,4.0
12a29027,4.5
12b11af1,3.5
12c0c19b,4.0
12d2369f,4.0
12e6279b,3.5
12ed90ad,4.0
12f19edb,4.5
12f9bae8,5.5
131a4f5b,1.5
1343a4d2,6.0
1352b297,3.0
1372a95e,4.5
13959265,2.5
139b1633,3.5
13b35572,3.0
13b958a3,4.5
13c12172,2.5
13c8090f,3.0
13e5d669,5.5
13e5fbb5,4.0
14198179,2.5
142ae1e2,4.0
142d6035,4.5
143c8cd1,5.0
143daf03,3.5
14416b1b,2.5
1454c1e7,4.0
14623dee,4.0
1465ed8a,3.0
147f29a6,1.5
148d6ad2,3.5
14a7ef5a,3.0
14ab2307,3.5
14c585a2,5.0
14dcd6c9,2.5
14f96944,4.5
14fee75a,3.5
153aafba,3.5
156afd16,2.0
157ebf8a,3.5
159f332d,4.0
159f6c4b,4.5
15d93e45,3.5
15dde81f,3.0
165315ef,4.0
16542171,4.5
1677c88a,3.5
1686e65a,4.5
1698ffb9,4.0
16c2ea01,4.0
16e8b11f,5.5
1772af76,4.5
177c0f32,3.5
17b23156,4.0
17d3226a,3.5
17dd8cb3,2.0
1811b3dd,1.5
183fdf47,4.5
1849b0dd,5.5
18546086,5.0
186c795b,4.0
1894b127,4.0
18cb3b82,3.5
1908a463,4.5
19312bdb,4.0
196a6369,4.0
1972e933,3.0
1986a3d4,2.0
19950714,4.5
19a76260,3.5
19baa1dd,3.5
19fbc46b,5.5
1a07f6cb,4.0
1a14d0f0,2.0
1a1ca818,5.0
1a2a5718,4.0
1a6a67b1,3.5
1a7861e7,3.0
1a7d6b4f,3.0
1a8cbd7f,5.5
1a926362,3.0
1a97368f,4.5
1a99ca29,4.5
1a9e8903,4.5
1ab08776,2.5
1abc20b4,4.0
1acb2b61,5.0
1acc5907,3.5
1af8f766,4.5
1b170ded,4.0
1b192ac5,2.5
1b1beabd,3.5
1b22c07e,4.5
1b2f3b8b,4.0
1b5a2340,4.0
1b6ef74e,2.0
1b74bce8,5.0
1b83a657,1.5
1b8d8f77,3.5
1b8f6a12,5.5
1b909812,2.0
1ba0622f,5.0
1bc286cd,3.5
1c08fe1a,1.5
1c1f46a8,4.0
1c3f6510,2.5
1c4fcca3,4.0
1c540433,3.0
1c81cb79,4.5
1cc9ea58,5.0
1cd167a4,3.5
1cd86e70,3.5
1d14ba28,3.5
1d199f1e,3.5
1d5c3490,3.0
1d716bff,2.5
1d8cf496,4.0
1db1735e,4.5
1dc5440c,4.5
1df0730e,6.0
1e12f119,3.0
1e2a01f5,4.5
1e7fc25a,3.5
1e882f60,2.5
1e8e8e18,3.0
1ebb9b74,0.5
1f66e7f7,4.0
1fb7a3e6,3.5
1fbb8840,4.0
1fbedb17,2.5
1fbf2800,4.5
203a6602,5.0
20678203,3.5
2081c45e,3.5
2083b2d1,2.0
20ae730b,4.0
20d1a4a0,5.5
20f66977,2.5
20ffdd91,3.0
210aa189,3.0
21170932,3.5
211bf668,1.5
213d79d9,1.0
21434532,4.0
214992f5,1.5
216e0bad,4.5
21707506,4.0
2191981f,3.5
219277f2,4.5
219e5338,3.5
219eeff1,1.5
21bbc3f6,4.0
2203d0fc,3.5
22106b1d,4.0
2222cd90,3.5
2255eafc,2.5
225dcef1,3.5
2277b17f,4.0
227e9aca,3.0
227fc5d4,4.5
228f56af,2.5
2294b205,4.0
22982ff4,3.5
22b5b6db,2.0
22ca4a3d,4.5
22ce0bc8,5.0
22d9276d,4.5
23022dee,2.5
230b73d3,3.0
233d1540,5.0
236171e4,4.0
23717103,3.0
2381064c,3.5
2383d924,5.5
23855e0b,4.5
23bce305,3.5
23d865a7,3.5
2428fa05,4.0
2440d983,4.5
24870b2d,3.0
24eab250,4.0
24ef4fa9,4.5
2522a736,3.0
2534ca96,4.5
25354b83,3.0
253b2cdc,1.5
257fb4a6,5.0
25835eca,4.0
258ecfdc,2.5
259b5a0f,4.0
25c3877c,5.0
25c5a18a,4.0
25dd857a,3.5
2600692d,5.5
263d3129,3.5
2641df91,3.0
264d3c96,4.5
267f8752,3.0
2682c94b,3.5
269fbbdd,3.0
27027716,4.0
2717fdef,1.0
279b22e6,3.0
27b7f5c5,4.0
27c6585d,2.0
284aca12,2.5
285a0153,2.5
2863f4b7,3.0
2889d0db,1.5
28b77182,3.5
28e0fc72,4.5
28efbd1a,1.5
290789f7,3.5
2917977d,3.5
292bd5f7,5.0
293d6cb1,4.5
2967ec05,3.5
29b7f2f6,2.0
29d4417d,4.0
2a11b826,3.0
2a4db519,4.5
2a5f1f40,4.5
2a614234,2.5
2a7b72fa,4.0
2a829632,4.0
2ad0867e,3.5
2b1539df,4.5
2b4ce8a8,5.0
2b58cd89,5.0
2b6c176d,3.0
2b9d70b2,3.0
2ba1a84d,3.0
2bb9bf81,4.0
2bcfd704,3.0
2bdba7f6,5.0
2bf2d921,3.5
2c13728c,4.5
2c30b48b,3.0
2c31fe42,4.0
2c342490,4.0
2c3a98ab,3.0
2c403362,3.5
2c6da667,4.5
2c73e7d0,3.5
2c75e15a,4.0
2c7997a3,3.5
2d299968,5.0
2d394d34,2.0
2d51209a,3.5
2d58eb30,6.0
2d82f063,3.5
2d83c6c9,3.5
2d8a6af2,4.0
2d9342d0,1.5
2d9c35e8,3.5
2da56fa6,3.5
2da9a8cb,4.5
2dabece2,3.5
2db46aff,4.0
2db77950,4.0
2dbeea4a,4.0
2dc069c3,4.0
2e01a66f,5.0
2e0fcc07,2.5
2e2e145e,3.5
2e303d69,5.5
2e797c45,3.0
2e9ee7c1,4.0
2ecae626,3.0
2ee0f648,4.5
2ee11d9c,5.0
2f2b1be2,4.0
2f64d42c,4.5
2f7356ae,3.5
2f74828d,3.5
2f83bfb7,3.5
2f935a5c,2.5
2fa3af34,5.0
2faeac7d,4.5
2fc93786,3.5
2fc9620b,4.0
3006e294,2.5
30235dd1,4.5
307e833d,6.0
3097a2ab,4.0
3099719d,4.0
30c264be,4.0
30e0f4ec,4.5
30e2aa10,5.0
30f509a0,3.0
3114bf63,5.5
31308ef1,4.0
315bdafd,0.5
316bd158,4.0
31816ccf,4.0
31bfbe30,4.0
31d5a61d,1.5
31d87980,2.0
31e423b7,3.5
31ead610,4.0
32351c1e,4.0
32367f91,3.0
323b91ab,4.5
32521404,1.5
325235a6,2.0
32897e88,1.5
32a001ec,1.0
32a0d334,4.0
32a8bf6e,4.0
32abae3d,5.5
32c5e6b9,2.0
32f5dae7,5.5
330e0852,2.0
331c5ed4,3.5
3320a922,3.0
332aaadc,5.5
3330a3c2,4.0
335fc8c4,4.0
339ef1f1,3.0
33e55b8e,3.5
3402f8b4,2.0
3430ffd9,3.5
34374e3a,2.5
347a3473,4.5
349165a7,4.5
34e6276d,2.5
34e9c080,3.5
3507df06,3.5
350bf2fc,4.0
357dd517,4.0
35a8b483,2.5
360df630,5.5
361ba892,3.0
361d0e8e,4.0
36262fb9,4.0
363cff31,3.5
3665bfcd,3.5
36937fb5,3.5
36a25efa,3.5
36e03ded,5.0
370be0e8,3.5
371354c9,4.0
37677d9c,3.5
37870635,5.5
37938f0a,3.5
37aad1c0,3.5
37af08ac,4.5
37d60336,4.5
37da53ba,3.0
3801ae95,5.0
3814e70a,2.5
3834adcb,4.0
38556f4b,2.5
386de32e,4.0
38e46312,3.5
38fd0668,3.5
3919c54f,4.5
3931a16a,4.5
3938f736,5.0
393b3fa8,4.5
394aa22d,4.0
394c1342,4.0
3965375d,3.5
3977377a,2.5
39bf6230,2.5
39d8a62f,2.5
3a1281c8,4.5
3a1d42c9,5.0
3a266257,1.0
3a2e0bee,4.0
3a39504e,3.5
3a5b6512,3.5
3a65a167,3.0
3a894e01,2.0
3a8c1895,4.0
3abc84bf,4.5
3b16cdcc,4.5
3b255c54,5.5
3b5cd2b2,4.0
3b664e22,4.5
3b75532b,4.5
3bb7e7f4,3.5
3bda31e6,0.5
3bfdb870,4.0
3c1538c7,3.0
3c3605d7,5.0
3c417fd5,4.5
3c53bfa0,4.0
3c79be4b,3.5
3c837aa3,2.0
3c957930,4.5
3cb3b607,2.5
3cc2d640,5.5
3cffdc8a,1.5
3d1f8204,3.0
3d24cd53,3.5
3d6b15dd,4.0
3d95f52a,4.0
3dccb44b,4.0
3de6dde6,4.0
3deab542,4.0
3e0aa9dd,2.5
3e10785d,1.5
3e2b4048,2.5
3e3303e5,4.5
3e3848e6,4.5
3e3cb355,6.0
3e40ecd2,3.0
3e498d1f,5.0
3e4d4afe,2.5
3e5c062d,2.0
3e6f3340,6.0
3e99d020,3.5
3ec5db01,4.5
3ec68173,4.5
3ec690e1,3.5
3f0ba72c,4.0
3f73ca80,4.5
3f7887c6,2.5
3fc18493,5.0
3fdd2b5e,4.0
3fdf630c,4.5
3fe62246,4.5
3ff9d316,4.5
40145912,3.5
402c7ed8,4.5
4042f12f,4.0
40556bf1,5.5
409e7178,3.0
40b28508,0.5
40caf723,3.0
40f941ae,3.5
40fd4917,3.0
4107bf80,4.0
41090ec8,3.0
41388810,4.5
414827f7,4.5
41a021da,4.0
41af0616,3.0
41b95fbe,3.5
41b9cd13,5.0
41eb8f63,3.5
421391ad,5.0
421595e4,5.5
4219ea83,4.0
42244528,4.5
422636b0,5.5
426da54b,4.0
429585ca,3.0
4297d74a,3.0
42c392da,4.0
431c41af,3.0
4393ebf4,5.0
439423ad,3.0
439e2f35,3.5
43a4e74a,4.0
43c6ef75,2.0
43c78bc4,5.0
43f41326,3.0
440fef25,5.0
4422c098,4.5
4429109b,3.5
447b0de9,3.0
4483f461,4.5
44a97944,4.5
44ec0937,3.0
44f11deb,2.5
44f746fe,3.0
453837dc,5.0
4552825f,4.0
455c8318,3.5
458bb9cc,4.0
459d7670,4.0
45d6b818,2.5
45ddf704,5.0
45eeb87c,3.5
45f17ed3,4.0
4608c4a1,4.0
460a3b3d,3.5
4626334e,4.0
466921d4,3.0
4684bf0c,3.5
46c9e4e3,4.0
46d71c87,2.5
47263855,1.5
472a5037,4.0
473222c1,6.0
473d1159,3.0
473d6f24,2.5
475006df,4.5
477e4c8a,3.0
47904389,5.5
47de2009,4.0
48201b3d,4.0
4854cde9,4.5
48594724,2.5
486dc5f0,4.5
487a093f,5.5
487acbd9,4.5
488b994c,4.5
488d195b,2.0
488dbe18,4.0
489902fe,3.0
48aaa3c6,4.0
48aad08f,3.5
48be0afe,3.0
48edc5c8,3.5
48fbb3ef,2.5
48ff5381,5.0
48ff8d38,5.5
490c19c0,4.5
49190165,3.5
4939d3d1,2.0
493aec30,4.0
49488813,2.5
494b2e17,3.5
494d5ab2,5.0
494fdf3e,4.5
49628584,3.0
497c5987,3.0
4994a1b7,3.5
49d31772,3.0
4a2e23ae,3.0
4a52b71b,3.0
4a96faab,3.0
4aa3a5d5,3.5
4ad56fd3,4.5
4b0ae22f,4.0
4b100e58,3.0
4b313e06,3.0
4b3c6c52,5.0
4b40b5c0,3.0
4b511325,4.5
4b54047f,4.5
4b70721a,4.5
4bb0b16f,4.0
4bb55429,5.0
4bc66798,4.5
4be768c3,3.0
4bf58df2,4.0
4c084150,3.0
4c0f5ea3,4.0
4c29fc28,4.5
4c36ee7c,3.5
4c542568,4.5
4c5545d0,5.0
4c5b9963,4.5
4c665694,3.5
4c6b68d7,3.0
4c8431de,2.0
4c96253e,4.0
4c973b64,5.5
4ca65256,4.5
4cad4523,3.5
4ccd16f5,3.0
4d050f27,3.5
4d0cc87e,3.5
4d1d25cd,6.0
4d2518f9,5.0
4d27ea35,3.5
4d3dd6a7,4.5
4d55f4d4,4.0
4d659308,4.0
4d83896e,4.5
4d9acb35,5.0
4dba875a,3.5
4df463e8,3.5
4df5c36d,5.0
4e0493e2,3.0
4e07b17b,3.5
4e21e149,5.5
4e42a8d0,4.5
4eac4460,4.0
4ead4432,4.0
4ef2c4d6,3.0
4efb9677,4.0
4f423d3a,1.0
4f48b15e,3.5
4f58b9c8,4.5
4f790e0d,2.5
4fab5ef9,5.5
4fc52b72,3.0
5025c0ab,4.5
5030aa8f,3.5
503b1f32,3.0
50457931,4.0
5046478b,3.5
5091645f,4.5
5092df71,3.0
5099e6e4,3.0
50a6255f,2.5
50b091c1,3.0
50c1487d,3.5
50f6a379,3.0
50fcfcb0,3.5
5174669a,2.5
518a82de,4.5
518d1052,2.5
5200e1c1,3.5
520d7802,4.5
52106fb4,4.5
52125f9b,4.5
522894e5,3.5
5252751a,3.5
52969080,3.5
5299dfb8,3.0
529fdadf,3.5
52bec922,1.0
52c2217c,3.0
52c8c00d,4.0
52cb9d7e,5.0
52d6746f,4.0
5310936a,5.0
531642e5,4.0
5327ff63,5.0
53484052,3.0
53963d60,4.0
53ad302c,3.0
53eae7f2,4.5
53ef14a4,5.5
54066b22,3.0
54130282,3.0
54156150,3.0
54249b1b,2.5
543f1649,3.5
544bf58f,3.5
5461650e,5.0
54687e6e,4.0
5484cf05,4.5
54b21b6c,4.0
54be5170,5.5
54c04585,3.0
54e4b9ea,2.5
54fa76a8,4.5
54fb4afe,3.0
54ffe46e,4.5
55203483,3.0
55803c82,5.5
55850677,4.5
55850b72,1.5
5590d775,4.0
55c47563,4.0
55c964af,3.5
55e10d59,3.5
55e74440,4.0
55e7ce9c,1.5
561640d2,5.5
56172efb,3.0
56464b89,4.0
56586ecf,4.0
568ceeb6,4.5
569d8062,2.0
56c2c82f,3.0
573a489e,4.0
574837f4,2.5
575c5872,3.5
576e9414,1.5
577a6280,2.5
57cf7d76,2.5
57de9e7c,3.0
57e59a7e,4.0
581eaf19,2.5
5823d883,3.5
582dbb0e,3.5
58b8feff,3.5
58e307a8,1.0
59247531,3.0
592852fc,4.5
59391c3d,3.5
593e705f,4.5
594c2957,3.5
596d2b93,4.5
59b1303d,5.5
59b922be,3.0
5a3f0d07,1.0
5a685b17,1.5
5a7d2bb0,2.5
5a841dce,3.5
5ab35d62,3.5
5afe1846,4.0
5b3282ec,3.5
5b3d816d,5.0
5b45d605,3.0
5b684c92,4.0
5ba1bddf,5.0
5bb0af01,4.0
5c16af37,3.5
5c1ba571,6.0
5c3ee912,4.5
5c423ef1,3.5
5c547ccd,2.0
5c565da6,4.5
5c5e3889,4.0
5c80564f,4.5
5c8617f8,4.0
5c88a769,1.0
5c9487e2,4.0
5cd4e6be,4.0
5cd89d6a,2.5
5cdb9757,4.5
5d2dc268,3.0
5d434b72,4.5
5d650af6,5.0
5dc57e61,2.5
5dd88533,3.5
5dfbc450,4.5
5e048ae3,1.0
5e25026d,2.5
5e39639b,3.0
5e462523,3.5
5e4e767b,2.0
5e4eb9ba,4.0
5e53f74c,6.0
5e883233,4.5
5e8a2513,3.5
5ef5e32d,4.0
5f130d67,4.0
5f3386f6,2.5
5f43564c,4.0
5f54631b,4.0
5fa3bd8a,3.0
5facee61,5.0
5fe2840c,2.5
605bff4d,5.5
605e3a12,4.5
607f216d,5.0
60824ff3,2.0
60878b41,3.5
608ef9a0,2.5
608fe7d3,4.5
60af525c,3.0
60ca3cfa,4.5
60d574e2,4.5
60d742c3,5.5
60f61b04,4.0
610914b9,3.0
61185a3d,4.0
614a8c0f,5.0
61702afd,5.5
6175e621,3.5
61786648,5.5
61abc326,3.5
61d03a51,3.5
62161e96,2.0
622068c5,3.0
6236e892,4.0
626ee149,5.5
629fdb77,1.5
62b9a12b,4.5
62bf4107,5.5
62c6cb18,3.0
62cbed39,4.5
62d9434c,3.0
62ed5a31,2.0
62ff8c30,4.5
630300bc,4.5
631348ae,4.0
638c64e3,1.5
63ab70f0,4.5
63af3002,4.0
63c5dd76,4.5
63dd84d5,4.5
641095b1,4.0
6436f0d3,4.5
644ff57d,2.0
6465075b,3.5
6467de45,4.5
647ca15e,4.5
64828dc1,4.0
648b1906,3.5
64caebbb,4.0
64cb3a25,3.5
64d95b13,3.5
64eeb50f,5.0
6500aba6,2.5
651f7d29,3.5
6538b8cf,4.0
653f7b98,3.5
65796172,4.5
6589d702,4.5
65a890d9,2.5
65bbb7e3,3.0
65c2a095,1.0
65c324b3,3.5
65eb7e1b,3.5
661db0ca,3.0
662073a3,3.0
6631dc3b,4.5
66327501,2.5
663ac837,2.0
6677ae29,3.5
668c6f59,4.5
669691d8,3.0
66ae4f3e,2.5
66b82d74,3.0
66d4cce8,4.0
66f386c7,4.0
66fed026,6.0
6714d1b2,3.5
67257172,3.5
6745808d,4.0
6763136d,5.0
676c6618,3.0
677a166f,3.0
678869e4,3.0
67a3d9f5,5.0
67a685e2,5.0
67b5648f,5.5
67b7ca27,4.0
67c66245,3.0
67c94b48,4.0
67d04f17,3.0
680dffd0,3.5
681a978c,3.5
6828d225,4.0
683c9557,5.0
684da01a,5.5
68628a31,4.5
68a3f911,2.5
68c4cbc9,4.0
68d05594,3.5
68df1430,1.0
69021be9,3.0
69080b17,4.0
69339761,4.5
695bc6e7,6.0
696bafbf,1.5
6978fb97,5.0
69916fc0,1.0
69a3c3d6,4.0
69a9e639,4.5
69ad66d7,4.0
69ce169c,2.0
69e5114e,3.0
69f2c884,4.5
6a3c4a0e,3.5
6a4643be,4.0
6a46d751,2.5
6a5a9898,4.0
6a9ac8e8,3.5
6a9cd990,4.5
6aa4881d,3.5
6ab3708b,3.0
6af21917,4.5
6b0cfb58,4.5
6b2a1937,5.0
6be795f6,5.0
6c032912,3.0
6c307cb1,5.5
6c446516,4.5
6c46059e,4.0
6c5db560,4.5
6c6a19c5,3.0
6c710d22,2.0
6c77e200,5.5
6c8526c6,3.5
6c9a74d0,2.5
6cc023d7,4.0
6cc7b04e,3.5
6cdd4903,4.5
6ce7454e,3.5
6d008b60,4.0
6d1405de,4.0
6d1c240b,4.5
6d362b88,3.0
6d4bf9e0,4.0
6d75a372,2.0
6d84447a,3.5
6d9627c5,3.0
6dcd250a,4.0
6ddee6b9,3.0
6df4063e,4.0
6df4bb12,3.0
6e00ad5f,4.5
6e1048f2,2.5
6e3ff2ce,3.0
6e47a75b,4.0
6e4d4a28,2.0
6e561dc9,4.0
6e701071,4.0
6e958656,5.5
6eddf669,3.0
6f39a6e9,5.0
6f54beab,3.5
6f6fb596,3.0
6f86bf79,3.0
6f973b44,4.0
6faf0075,4.5
6fc3a54e,3.5
6fe9a213,5.0
6feba041,4.5
6ff9eeed,3.5
702810ac,2.5
7073cd1e,1.5
70985ac3,4.5
70ba8d67,3.5
70ff714a,4.5
7173050a,4.0
718c0f7d,2.5
719ed6e1,1.0
71a6cdc5,3.5
71d647bf,4.0
71f872ee,1.0
720db86b,4.5
72135c44,4.5
72298d29,2.5
7251481e,4.0
7256a238,2.0
7257c0ab,4.0
726c884c,4.0
729dd832,3.0
72e1c38c,1.5
7313113c,4.0
731c3f6b,4.5
73340766,3.5
73604dc8,3.5
738c8c99,5.5
73a14f64,3.5
73b357f7,5.0
7400383b,3.5
742537ba,3.5
7425b7e1,3.5
745e60f2,4.0
74629ec4,5.5
7476e3b2,3.5
74b04381,4.0
74c48d94,4.5
750a018c,3.0
752dee76,3.5
753959f8,3.5
753c6d04,3.5
754646df,2.5
755df972,3.0
7569b6be,3.0
7570a831,3.5
759ddfd8,4.0
75b4ab26,5.5
75c62f9c,3.0
75cf2c31,3.5
75f9383c,4.5
76326c8b,2.5
76704f26,3.5
76753317,2.5
7680b21a,4.5
76b79ef0,4.5
76e1fcc1,4.5
76e669d8,4.0
76faf752,3.0
77021ea3,3.0
7727ae8e,4.0
774a64f4,3.5
77673a2e,4.5
7777fbbf,5.5
777c03e6,3.5
77954073,4.0
77a4e4b4,5.0
77bd26b6,3.5
77e2b5fd,5.0
77e45980,4.0
77f85738,4.5
7812d152,2.5
781d2597,3.5
78421e70,3.0
78721869,3.0
7872ee7f,4.0
78c8474d,3.5
78e1f60f,4.0
78e8d984,3.0
78f131a5,4.5
79063968,5.0
7911e416,4.5
791be024,4.0
793e5089,3.5
7966d52a,3.0
79706890,4.0
79749297,2.5
7992872a,3.5
79bcc2de,2.5
79e96d1d,4.5
79ee2112,3.0
79f540d1,4.0
79f66976,5.0
79fff502,3.5
7a17e218,3.0
7a1fa8a8,3.5
7a4d1680,4.0
7a5402f9,3.0
7a69dc57,3.5
7a8eb928,4.0
7ad93a2e,4.5
7af8d365,4.0
7b099747,5.5
7b1c6fc7,1.5
7b3dc2f8,4.0
7b4bf487,4.0
7b6d6bb4,4.0
7b81babb,4.5
7b8d98bd,5.0
7b950047,4.0
7b9c67dd,3.5
7ba082b4,6.0
7bb736ae,2.5
7bc81b84,4.5
7be4f0ec,3.5
7bf0df3f,4.5
7c0c1b5f,1.5
7c199fb1,4.0
7c29b41e,4.0
7c2af42c,3.5
7c6fb927,4.5
7c793f53,5.0
7c9dbe4b,4.5
7c9f0b7c,4.0
7d0a6bd7,4.0
7d2a1b67,4.5
7d9f3b3d,5.0
7de7c09f,4.5
7dff0acd,2.0
7e17c4f0,2.5
7e1f014d,4.5
7e3030a4,4.5
7e3237fa,5.0
7e6cde77,1.5
7e944bd0,1.5
7eac4ad6,3.5
7f0406a6,2.5
7f1703d0,3.5
7f485095,4.0
7f4ac329,4.5
7f5ca0a9,3.5
7f84e67b,4.0
7fb70c6f,4.0
7ff74c9d,5.0
80204e4f,4.0
8028b942,3.5
80567e1e,3.0
807c822a,4.5
808abe75,5.5
80c8e829,3.0
811373e1,4.5
81264ebf,3.5
8159527a,3.5
817c9789,3.5
81a74596,3.5
81a86064,3.5
81bc89d3,5.5
81ccdcfd,4.5
81cee31b,3.0
81f5c2d4,4.0
8204c891,3.0
820bcf42,3.0
82496b31,5.5
824be298,3.0
824f263a,4.5
8253f526,4.5
8268b1e9,4.0
827b7d94,4.5
828b9335,5.0
